intro,score,title
"Kumar Mangalam Birla is exploring entry into the production of carbon fibre, a high-strength and light-weight composite material expected to be a $4.7 billion global business by 2022",0,Kumar Mangalam Birla said to eye booming global carbon fibre market
"The primary issue afflicting the industrys growth is urea price control
",0,Fertilizer subsidy: will the govt bite the bullet?
"The deal will connect MoneyGrams network of 2.4 billion bank accounts with Ant Financials customers, who use a broad suite of technology-based financial services",0,Jack Mas Ant Financial buys MoneyGram for $880 million
Cyrus Mistrys family firms had approached NCLAT as the National Company Law did not restrain Tata Sons Ltd from holding shareholders meeting on 6 February ,0,NCLAT rejects Cyrus Mistrys appeal against Tata Sons shareholder meet 
"In his 19-month tenure, United Airlines CEO Oscar Munoz cleaned up mess left behind by others. Now hes mopping up a PR disaster thats unfolded under his watch",0,United Airlines CEO Oscar Munoz goes from saviour to man on hot seat real fast
"The maverick founder of Shining Consulting on connecting with the consumer, why he doesnt believe in start-ups, and seeking reinvention at 63",0,Shombit Sengupta: The art brand
"Most companies have simply  chosen to extend their deodorant brands to the perfume segment, and their primary target is young men",1,Indian deodorant makers smell success in perfume markets
The service tax depts non-bailable arrest warrant and extradition order pertains to unpaid dues of the grounded Kingfisher Airlines,0,"Vijay Mallya served non-bailable warrant, extradition order in service tax default case"
The idea is to prevent power discoms from shying away from procuring electricity generated by such solar power and wind power projects,0,Govt mulls introducing fixed-cost component in renewable energy tariff
Strides Shasun  says it will retain its consumer-facing formulations business in regulated and emerging markets and carve out its B2B operations,0,Strides Shasun plans to de-merge API business into separate listed entity
"Indian Banks net interest income increased 12.22% to Rs1,246.57 crore from Rs1,110.81 crore last year",1,Indian Bank profit rises more than six-fold to Rs373.48 crore
"Sebi wants to know whether FTILs technology solution used by MCX, is being used to gather price sensitive information and for insider trading",0,Sebi seeks forensic audit of MCXs trading software
"DreamWorks Animation SKG previously agreed to a $50 million settlement, while two Sony Pictures units and Blue Sky Studios reached deals worth $19 million",0,Disney agrees to pay $100 million to end no-poaching lawsuit
"There are doubts whether recovery will be sustained because of its high capacity utilization and legacy factors
",0,"Volume growth recovers at ACC, but questions remain"
"With its latest 500 megawatt power plant purchase, JSW Energys capacities have almost doubled from three years ago
",1,How savvy deals propelled JSW Energy forward
"AU Financiers had a net worth of Rs1,713 crore and had received a total equity investment of Rs440 crore as of 30 September",0,AU Financiers files draft papers for IPO
The government is looking to monetize 75 national highways through international competitive bidding,0,Roads and renewables infrastructure deals seen rising in 2017
"As quarters pass, the divide of performance between private and public sector lenders will only get narrower. After all, the most indebted borrowers are on the books of both",0,Banking: Time for private bank to come off pedestal
"KV Kamath said the New Development Bank plans to lend $2.5-3 billion to fund 15 projects to member-states this year, up from $1.5 billion for seven projects in 2016",0,"Brics bank plans to issue rupee, yuan bonds this year: KV Kamath"
"Alok Ohrie, president and MD, India Commercial of Dell EMC, says the firm is uniquely positioned to provide customers with solutions that will secure their digital future",0,Dell Technologies bets big on digital transformation
The Italian luxury carmaker Lamborghini is gearing up to cash in on the emergence of a new breed of customers,1,Super sports cars sales growth to continue in 2017: Lamborghini
"India is one of the worlds largest, fastest growing smartphone markets and Samsung is the No. 1 player in with a roughly 25%  Indian market share",0,Galaxy Note 7 recall: Samsung offers alternative phones to appease India customers
"Net inflows in FY17 rose 155.66% from a year before to Rs3.43 trillion, the highest since at least 2005-06 when the equity market was gaining traction, AMFI data showed",0,Net inflows into mutual funds in FY17 highest in at least 11 years
"To revive the roll-on-roll-off coastal shipping service, the governments policy managers need to hand-hold the industry to ensure its success
",1,Indias coastal shipping has a lot to thank Kamat and Tiwana for
The budgets direct measures did fall short for the banking sector but the knock-on effects of other steps will eventually help banks,0,Budget 2017: A soothing balm for banks but no lasting cure
Donald Trumps ascendancy and his vow to dismantle financial regulations could throw another wrench in the works,0,Donald Trumps rise may save banks billions by disrupting global rules
"From 27% a year ago, the contribution of revenue from the chemicals division increased 4.8 percentage points to 32% in the nine months of the current fiscal 
",0,SRF: chemicals offset slackness in textile unit
"JSW Energy has agreed to acquire a 1,000MW thermal power plant from Jindal Steel and Power for Rs4,000 crore. To set up a project of similar size will cost Rs6.5 crore per MW
",1,JSW Energy has cut a good deal with Jindal Steel 
Twitter shares fell as much as 10.2% to $16.81 before the start of trading in New York. The stock closed at $18.72 on Wednesday,1,Twitter shares drop as pace of growth slows to 1%
"Mytrah Energy plans to use the funds to refinance its debt and provide exits to investors IDFC Alternatives, AION Capital and Merrill Lynch before its planned IPO",0,"Mytrah Energy in talks to raise Rs1,800 crore from Piramal Capital SFG"
"The dismantling of the licence raj was supposed to unleash the industrial sector, but if anything, it has fallen just a bit
",0,Stagnant manufacturing
Apples decision to stop licensing graphics chips from Imagination Technologies is the clearest example yet of its determination to take greater control of core technologies,0,"Apple aims for more control, less cost as it accelerates in chip design"
"Even if the company is only looking for labour cost reduction, a number of employees with valuable legacy knowledge will have to be trained for the digital era, says Jean-Marc Laouchez",1,Employees have to invest in their own digital proficiency: Jean-Marc Laouchez
"Net sales of Apollo Tyres rose 17% to Rs3,435 crore for the October-December quarter of 2016-17, as against Rs2,938 crore in the same period of 2015-16",1,Apollo Tyres Q3 profit up 6% at Rs296 crore
"Housing.com registered an 111% increase in revenue to Rs26.76 crore, while total expenditure rose to Rs430 crore, a jump of 48% during financial year 2015-16",0,Housing.com posts FY16 loss of over Rs400 crore
